,Tracker ID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Capacity (MW),Year,Combustion technology,Status,Latitude,Longitude,Heat rate (Btu per kWh),Remaining plant lifetime (years),bws_score,coal_price,Predicted_HR_50.0,Predicted_HR_70.0,Predicted_HR_90.0
1263,G114798,https://www.gem.wiki/Paradip_Oswal_power_station,India,Odisha,Unit 2,Paradip Oswal power station,55.0,1999.0,subcritical,operating,20.31,86.64,12183,17,0.283783189612916,1.66,13.715377151862945,13.437634891263587,13.314841123988938
1264,G107806,https://www.gem.wiki/Paradip_power_station,India,Odisha,Unit 1,Paradip power station,30.0,2015.0,subcritical,operating,20.3122104,86.6458292,10442,33,0.283783189612916,1.66,13.249477152224582,12.925371894040149,12.861690268456384
1265,G107807,https://www.gem.wiki/Paradip_power_station,India,Odisha,Unit 2,Paradip power station,30.0,2016.0,subcritical,operating,20.3122104,86.6458292,10442,34,0.283783189612916,1.66,13.20566608545671,12.938221999129011,12.863267454092517
1266,G107808,https://www.gem.wiki/Paradip_power_station,India,Odisha,Unit 3,Paradip power station,30.0,2022.0,subcritical,operating,20.3122104,86.6458292,10442,40,0.283783189612916,1.66,13.156014344348405,12.801017892661298,12.772261413209048
1267,G107809,https://www.gem.wiki/Paradip_power_station,India,Odisha,Unit 4,Paradip power station,30.0,2022.0,subcritical,operating,20.3122104,86.6458292,10442,40,0.283783189612916,1.66,13.156014344348405,12.801017892661298,12.772261413209048
1269,G107815,https://www.gem.wiki/Paras_power_station,India,Maharashtra,Unit 3,Paras power station,250.0,2007.0,subcritical,operating,20.7147,76.7948,11313,25,3.081628335274,2.38,12.541102905316258,12.420546846727197,12.305449672208121
1270,G107816,https://www.gem.wiki/Paras_power_station,India,Maharashtra,Unit 4,Paras power station,250.0,2010.0,subcritical,operating,20.7147,76.7948,11313,28,3.081628335274,2.38,12.533263752011825,12.405500860811431,12.302030146889063
1274,G107822,https://www.gem.wiki/Parbhani_Renuka_power_station,India,Maharashtra,Unit 1,Parbhani Renuka power station,30.0,2012.0,subcritical,operating,19.2679182,76.4357418,11313,30,4.04196829547857,2.38,13.319992775921047,13.033577021190453,13.10429952024929
1275,G107824,https://www.gem.wiki/Parichha_power_station,India,Uttar Pradesh,Unit 1,Parichha power station,110.0,1984.0,subcritical,operating,25.5135714,78.7579179,12618,2,5.0,2.04,13.830351701125862,13.61774301034748,13.421321622749709
1276,G107825,https://www.gem.wiki/Parichha_power_station,India,Uttar Pradesh,Unit 2,Parichha power station,110.0,1985.0,subcritical,operating,25.5135714,78.7579179,12618,3,5.0,2.04,13.76608803493317,13.55375850340116,13.338275675422315
1277,G107826,https://www.gem.wiki/Parichha_power_station,India,Uttar Pradesh,Unit 3,Parichha power station,210.0,2006.0,subcritical,operating,25.5135714,78.7579179,11313,24,5.0,2.04,12.975683043704036,12.634630317447373,12.527427212750714
1278,G107827,https://www.gem.wiki/Parichha_power_station,India,Uttar Pradesh,Unit 4,Parichha power station,210.0,2007.0,subcritical,operating,25.5135714,78.7579179,11313,25,5.0,2.04,12.935796557412665,12.59753684572455,12.453265530767682
1279,G107828,https://www.gem.wiki/Parichha_power_station,India,Uttar Pradesh,Unit 5,Parichha power station,250.0,2012.0,subcritical,operating,25.5135714,78.7579179,11313,30,5.0,2.04,12.493220965713165,12.130226209240233,12.031481675007493
1280,G107829,https://www.gem.wiki/Parichha_power_station,India,Uttar Pradesh,Unit 6,Parichha power station,250.0,2013.0,subcritical,operating,25.5135714,78.7579179,10442,31,5.0,2.04,12.486489032160412,12.130311418689123,11.991292320961383
1286,G107843,https://www.gem.wiki/Parli_Thermal_Power_Station,India,Maharashtra,Unit 6,Parli Thermal Power Station,250.0,2007.0,subcritical,operating,18.9075857,76.5429497,11313,25,4.04196829547857,2.38,12.541102905316258,12.420546846727197,12.305449672208121
1287,G107844,https://www.gem.wiki/Parli_Thermal_Power_Station,India,Maharashtra,Unit 7,Parli Thermal Power Station,250.0,2010.0,subcritical,operating,18.9075857,76.5429497,11313,28,4.04196829547857,2.38,12.533263752011825,12.405500860811431,12.302030146889063
1288,G107845,https://www.gem.wiki/Parli_Thermal_Power_Station,India,Maharashtra,Unit 8,Parli Thermal Power Station,250.0,2016.0,subcritical,operating,18.9075857,76.5429497,10442,34,4.04196829547857,2.38,12.425975709050856,12.34487817713078,12.240893994695876
1316,G107910,https://www.gem.wiki/Pegadapalli_(Jaipur_Mandal)_power_station,India,Telangana,Unit 1,Pegadapalli (Jaipur Mandal) power station,600.0,2016.0,subcritical,operating,18.8270561,79.5702839,8702,34,2.40294143424172,2.04,11.136731081435151,10.938378212446787,10.782633848629605
1317,G107911,https://www.gem.wiki/Pegadapalli_(Jaipur_Mandal)_power_station,India,Telangana,Unit 2,Pegadapalli (Jaipur Mandal) power station,600.0,2016.0,subcritical,operating,18.8270561,79.5702839,8702,34,2.40294143424172,2.04,11.136731081435151,10.938378212446787,10.782633848629605
1340,G108238,https://www.gem.wiki/Pune_Mill_power_station,India,Maharashtra,Unit 1,Pune Mill power station,30.0,1998.0,subcritical,operating,18.53,73.84,12183,16,4.04357540279514,2.38,13.729429276268613,13.514846980890995,13.36600794780327
1348,G108424,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 1,Raichur Thermal Power Station,210.0,1985.0,subcritical,operating,16.3532,77.3422,12618,3,1.88509606322304,3.46,13.445822020274829,13.210675826869931,12.923169910639826
1350,G108426,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 2,Raichur Thermal Power Station,210.0,1986.0,subcritical,operating,16.3532,77.3422,12618,4,1.88509606322304,3.46,13.445822020274829,13.210675826869931,12.923169910639826
1351,G108427,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 3,Raichur Thermal Power Station,210.0,1991.0,subcritical,operating,16.3532,77.3422,12618,9,1.88509606322304,3.46,13.438059574280931,13.201818133659211,12.923851384903255
1352,G108428,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 4,Raichur Thermal Power Station,210.0,1994.0,subcritical,operating,16.3532,77.3422,12183,12,1.88509606322304,3.46,13.368874640039564,13.144685590397344,12.86448311655657
1353,G108429,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 5,Raichur Thermal Power Station,210.0,1999.0,subcritical,operating,16.3532,77.3422,12183,17,1.88509606322304,3.46,13.129719873227875,12.875151628347778,12.605978644496728
1354,G108430,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 6,Raichur Thermal Power Station,210.0,1999.0,subcritical,operating,16.3532,77.3422,12183,17,1.88509606322304,3.46,13.129719873227875,12.875151628347778,12.605978644496728
1355,G108431,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 7,Raichur Thermal Power Station,210.0,2002.0,subcritical,operating,16.3532,77.3422,12183,20,1.88509606322304,3.46,13.056491112106896,12.801628700310411,12.542810171389387
1356,G108432,https://www.gem.wiki/Raichur_Thermal_Power_Station,India,Karnataka,Unit 8,Raichur Thermal Power Station,250.0,2010.0,subcritical,operating,16.3532,77.3422,11313,28,1.88509606322304,3.46,12.538602845612434,12.419160645768713,12.372174344849915
1358,G108434,https://www.gem.wiki/Raigarh_Ind_Power_power_station,India,Chhattisgarh,,Raigarh Ind Power power station,65.0,2006.0,subcritical,operating,21.898611,83.464722,11313,24,1.58139118801547,1.59,13.365954454362935,13.088066575769048,13.203992572298048
1359,G108435,https://www.gem.wiki/Raigarh_Jindal_power_station,India,Chhattisgarh,Unit 3,Raigarh Jindal power station,55.0,2001.0,subcritical,operating,21.9249506,83.3454444,12183,19,1.58139118801547,1.59,13.539683940309338,13.302634354716732,13.187720734740905
1360,G108436,https://www.gem.wiki/Raigarh_Jindal_power_station,India,Chhattisgarh,Unit 4,Raigarh Jindal power station,55.0,2007.0,subcritical,operating,21.9249506,83.3454444,11313,25,1.58139118801547,1.59,13.357271916956709,13.072328732087968,13.148863702922885
1361,G108437,https://www.gem.wiki/Raigarh_Jindal_power_station,India,Chhattisgarh,Unit 5,Raigarh Jindal power station,130.0,2007.0,subcritical,operating,21.9249506,83.3454444,11313,25,1.58139118801547,1.59,13.1942389661679,12.896591844237138,13.002559963027538
1365,G108438,https://www.gem.wiki/Raigarh_TRN_Power_Project,India,Chhattisgarh,Unit 1,Raigarh TRN Power Project,300.0,2016.0,subcritical,operating,21.9067375,83.128556,9572,34,1.58139118801547,1.59,12.220756034728453,11.95308068045249,11.780686367338971
1366,G108439,https://www.gem.wiki/Raigarh_TRN_Power_Project,India,Chhattisgarh,Unit 2,Raigarh TRN Power Project,300.0,2017.0,subcritical,operating,21.9067375,83.128556,9572,35,1.58139118801547,1.59,12.283920730223116,11.955949978529949,11.767296281356765
1369,G108447,https://www.gem.wiki/Raipur_Jain_power_station,India,Chhattisgarh,Unit 2,Raipur Jain power station,45.0,2011.0,subcritical,operating,20.916667,82.0,11313,29,3.77549432112666,1.59,13.306644280778844,12.992313660966147,13.01837449637598
1370,G108448,https://www.gem.wiki/Raipur_Neco_power_station,India,Chhattisgarh,,Raipur Neco power station,55.0,,subcritical,operating,20.916667,82.0,12183,20,3.77549432112666,1.59,13.530198229180545,13.27966890421414,13.157314654429246
1371,G108449,https://www.gem.wiki/Raipur_Sponge_Iron_power_station,India,Chhattisgarh,Unit 2,Raipur Sponge Iron power station,37.5,2004.0,subcritical,operating,21.9877809,83.2313061,11313,22,1.58139118801547,1.59,13.470100510831298,13.256647773580045,13.230099570433524
1377,G108455,https://www.gem.wiki/Rajiv_Gandhi_Thermal_Power_Project,India,Haryana,Unit I,Rajiv Gandhi Thermal Power Project,600.0,2010.0,subcritical,operating,29.3469803,75.857538,9572,28,5.0,3.24,11.6103318319614,11.535909638394322,11.422511031809051
1378,G108456,https://www.gem.wiki/Rajiv_Gandhi_Thermal_Power_Project,India,Haryana,Unit II,Rajiv Gandhi Thermal Power Project,600.0,2011.0,subcritical,operating,29.3469803,75.857538,9572,29,5.0,3.24,11.458654946715829,11.383239586812035,11.231751696706219
1379,G108457,https://www.gem.wiki/Rajpura_Dariba_Mine_power_station,India,Rajasthan,Unit 1,Rajpura Dariba Mine power station,80.0,2011.0,subcritical,operating,24.9477755,74.1316223,11313,29,5.0,2.8,13.362661665380518,13.062461009771056,13.060858909204608
1380,G108458,https://www.gem.wiki/Rajpura_Dariba_Mine_power_station,India,Rajasthan,Unit 2,Rajpura Dariba Mine power station,80.0,2011.0,subcritical,operating,24.9477755,74.1316223,11313,29,5.0,2.8,13.362661665380518,13.062461009771056,13.060858909204608
1384,G108463,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 1,Ramagundam power station,200.0,1983.0,subcritical,operating,18.7584502,79.4573172,12618,1,2.40294143424172,2.04,13.61369694337143,13.371538453494896,13.062495356258509
1388,G108464,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 2,Ramagundam power station,200.0,1984.0,subcritical,operating,18.7584502,79.4573172,12618,2,2.40294143424172,2.04,13.559050005469295,13.320575082821893,13.062774149457109
1389,G108465,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 3,Ramagundam power station,200.0,1984.0,subcritical,operating,18.7584502,79.4573172,12618,2,2.40294143424172,2.04,13.559050005469295,13.320575082821893,13.062774149457109
1390,G108466,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 4,Ramagundam power station,500.0,1988.0,subcritical,operating,18.7584502,79.4573172,10878,6,2.40294143424172,2.04,12.619832433531359,12.421785990451328,12.24011827014573
1391,G108467,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 5,Ramagundam power station,500.0,1989.0,subcritical,operating,18.7584502,79.4573172,10878,7,2.40294143424172,2.04,12.619832433531359,12.421785990451328,12.24011827014573
1392,G108468,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 6,Ramagundam power station,500.0,1989.0,subcritical,operating,18.7584502,79.4573172,10878,7,2.40294143424172,2.04,12.619832433531359,12.421785990451328,12.24011827014573
1393,G108469,https://www.gem.wiki/Ramagundam_power_station,India,Telangana,Unit 7,Ramagundam power station,500.0,2005.0,subcritical,operating,18.7584502,79.4573172,9572,23,2.40294143424172,2.04,11.574125409416029,11.507631641737607,11.385698503195337
1396,G108472,https://www.gem.wiki/Ramagundam-B_power_station,India,Telangana,Unit 1,Ramagundam-B power station,62.5,1971.0,subcritical,operating,18.755,79.456111,12618,5,2.40294143424172,2.04,13.967957549519786,13.779554228044349,13.47509451216539
1398,G108476,https://www.gem.wiki/Randia_power_station,India,Odisha,Unit 1,Randia power station,50.0,2011.0,subcritical,operating,21.0672959,86.4548278,11313,29,0.884587956050596,1.66,13.283806751469825,12.985838068107704,13.006398701604041
1399,G108477,https://www.gem.wiki/Randia_power_station,India,Odisha,Unit 2,Randia power station,50.0,2013.0,subcritical,operating,21.0672959,86.4548278,10442,31,0.884587956050596,1.66,13.247588684920677,12.93785907679264,12.985794662709575
1400,G108483,https://www.gem.wiki/Ratija_Power_Project,India,Chhattisgarh,Phase I,Ratija Power Project,50.0,2013.0,subcritical,operating,22.3399938,82.4927759,10442,31,3.43985463530556,1.59,13.272738492319515,12.944689914128059,12.996955357870723
1401,G108484,https://www.gem.wiki/Ratija_Power_Project,India,Chhattisgarh,Phase II,Ratija Power Project,50.0,2016.0,subcritical,operating,22.3399938,82.4927759,10442,34,3.43985463530556,1.59,13.186169827768392,12.935923950703831,12.860969051346176
1403,G108486,https://www.gem.wiki/Ratnagiri_Power_Plant,India,Maharashtra,Unit 1,Ratnagiri Power Plant,300.0,2010.0,subcritical,operating,17.296375,73.213105,10442,28,1.56412964564514,2.38,12.451308158542943,12.362546420983815,12.258690854450258
1404,G108487,https://www.gem.wiki/Ratnagiri_Power_Plant,India,Maharashtra,Unit 2,Ratnagiri Power Plant,300.0,2010.0,subcritical,operating,17.296375,73.213105,10442,28,1.56412964564514,2.38,12.451308158542943,12.362546420983815,12.258690854450258
1405,G108488,https://www.gem.wiki/Ratnagiri_Power_Plant,India,Maharashtra,Unit 3,Ratnagiri Power Plant,300.0,2011.0,subcritical,operating,17.296375,73.213105,10442,29,1.56412964564514,2.38,12.436634820245573,12.343889975458051,12.240913143332675
1406,G108489,https://www.gem.wiki/Ratnagiri_Power_Plant,India,Maharashtra,Unit 4,Ratnagiri Power Plant,300.0,2011.0,subcritical,operating,17.296375,73.213105,10442,29,1.56412964564514,2.38,12.436634820245573,12.343889975458051,12.240913143332675
1407,G108490,https://www.gem.wiki/Rawan_Cement_power_station,India,Chhattisgarh,Unit 1,Rawan Cement power station,30.0,2008.0,subcritical,operating,24.764914,74.6096134,11313,26,5.0,1.59,13.320230020417231,13.036128951639146,13.08248508236914
1408,G108493,https://www.gem.wiki/Rayagada_Paper_power_station,India,Odisha,,Rayagada Paper power station,55.0,2013.0,subcritical,operating,19.2461672,83.4124303,10442,31,3.47260479045318,1.66,13.252362791158452,12.93785907679264,12.985794662709575
1409,G108494,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 1,Rayalaseema Thermal Power Project,210.0,1994.0,subcritical,operating,14.697282,78.459364,12183,12,3.28709594807383,3.43,13.369821591741129,13.144736528737731,12.862499003104551
1410,G108495,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 2,Rayalaseema Thermal Power Project,210.0,1995.0,subcritical,operating,14.697282,78.459364,12183,13,3.28709594807383,3.43,13.270164840783329,13.044738365016737,12.750324476287473
1411,G108496,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 3,Rayalaseema Thermal Power Project,210.0,2007.0,subcritical,operating,14.697282,78.459364,11313,25,3.28709594807383,3.43,12.908777780175544,12.589770664749368,12.453101586562987
1412,G108497,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 4,Rayalaseema Thermal Power Project,210.0,2007.0,subcritical,operating,14.697282,78.459364,11313,25,3.28709594807383,3.43,12.908777780175544,12.589770664749368,12.453101586562987
1413,G108498,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 5,Rayalaseema Thermal Power Project,210.0,2010.0,subcritical,operating,14.697282,78.459364,11313,28,3.28709594807383,3.43,12.844033102977855,12.535305736600604,12.386581591648337
1414,G108499,https://www.gem.wiki/Rayalaseema_Thermal_Power_Project,India,Andhra Pradesh,Unit 6,Rayalaseema Thermal Power Project,600.0,2018.0,subcritical,operating,14.697282,78.459364,8702,36,3.28709594807383,3.43,11.317157958173844,11.138145767981745,11.060343313981924
1415,G108528,https://www.gem.wiki/Rengali_Bhushan_power_station,India,Odisha,Unit 3,Rengali Bhushan power station,40.0,2005.0,subcritical,operating,21.6808142,84.0405049,11313,23,0.430880615155386,1.66,13.544622672607314,13.290110714843014,13.299895946195043
1416,G108529,https://www.gem.wiki/Rengali_Bhushan_power_station,India,Odisha,Unit 4,Rengali Bhushan power station,60.0,2006.0,subcritical,operating,21.6808142,84.0405049,11313,24,0.430880615155386,1.66,13.40294482174869,13.113731370422467,13.230193309675855
1417,G108530,https://www.gem.wiki/Rengali_Bhushan_power_station,India,Odisha,Unit 5,Rengali Bhushan power station,130.0,2009.0,subcritical,operating,21.6808142,84.0405049,11313,27,0.430880615155386,1.66,13.155053068730606,12.866139132138635,12.943752098185698
1418,G108531,https://www.gem.wiki/Rengali_Bhushan_power_station,India,Odisha,Unit 6,Rengali Bhushan power station,130.0,2009.0,subcritical,operating,21.6808142,84.0405049,11313,27,0.430880615155386,1.66,13.155053068730606,12.866139132138635,12.943752098185698
1420,G108546,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 1,Renusagar power station,67.5,1968.0,subcritical,operating,24.1810932,82.7912794,12618,5,3.71304664842659,2.04,13.865632269715608,13.67084651777487,13.409222646591612
1421,G108547,https://www.gem.wiki/Renusagar_power_station,India,Uttar Pradesh,Unit 10,Renusagar power station,75.0,2003.0,subcritical,operating,24.1810932,82.7912794,11313,21,3.71304664842659,2.04,13.550034104330066,13.32121776536723,13.259402136696567
