Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Owner,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Subregion,Region,Previous Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Alternate Fuel,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years)
G100177,L102375,P101187,https://www.gem.wiki/Amravati_Thermal_Power_Project,India,Maharashtra,"Phase III, Unit 2",Amravati Thermal Power Project,,,RattanIndia Power Ltd,RattanIndia Power,660,cancelled,,,,supercritical,unknown,,Nandgaonpeth,Amravati,Amravati,Southern Asia,Asia,South Asia,21.0803156,77.9012418,exact,TOR 2 Dec 2009 at http://bit.ly/1rcTJM8,,,,,8409,"96,100",53%,2.6,104.5,40
G100178,L102195,P100097,https://www.gem.wiki/Amreli_power_station,India,Gujarat,Unit 1,Amreli power station,,,Avantha Power & Infrastructure,Avantha Group,660,cancelled,2016,,,unknown,unknown,,,,Amreli,Southern Asia,Asia,South Asia,21.602871,71.21817,approximate,,,,,,8605,"96,100",53%,2.7,106.9,40
G100179,L102195,P100097,https://www.gem.wiki/Amreli_power_station,India,Gujarat,Unit 2,Amreli power station,,,Avantha Power & Infrastructure,Avantha Group,660,cancelled,2016,,,unknown,unknown,,,,Amreli,Southern Asia,Asia,South Asia,21.602871,71.21817,approximate,,,,,,8605,"96,100",53%,2.7,106.9,40
G100212,L102442,P100789,https://www.gem.wiki/Angul_power_station,India,Odisha,"Phase I, Unit 1",Angul power station,,,Jindal India Thermal Power Ltd,Jindal Group,600,operating,2014,,,subcritical,unknown,MCL mines and Mandakini Block in Talcher,Derang,Kaniha,Angul,Southern Asia,Asia,South Asia,21.1270438,84.9805516,exact,EC 29 Sept 2008 at http://bit.ly/1fE4Et4,,,,,8702,"96,100",53%,2.5,78.7,32
G100213,L102442,P100789,https://www.gem.wiki/Angul_power_station,India,Odisha,"Phase I, Unit 2",Angul power station,,,Jindal India Thermal Power Ltd,Jindal Group,600,operating,2015,,,subcritical,unknown,MCL mines and Mandakini Block in Talcher,Derang,Kaniha,Angul,Southern Asia,Asia,South Asia,21.1270438,84.9805516,exact,EC 29 Sept 2008 at http://bit.ly/1fE4Et4,,,,,8702,"96,100",53%,2.5,81.1,33
G100214,L102442,P100789,https://www.gem.wiki/Angul_power_station,India,Odisha,"Phase I, Unit 3",Angul power station,,,Jindal India Thermal Power Ltd,Jindal Group,600,cancelled,,,,subcritical,unknown,,Derang,Kaniha,Angul,Southern Asia,Asia,South Asia,21.1270438,84.9805516,exact,,,,,,8702,"96,100",53%,2.5,98.3,40
G100215,L102442,P100789,https://www.gem.wiki/Angul_power_station,India,Odisha,Phase II,Angul power station,,,Jindal India Thermal Power Ltd,Jindal Group,1320,cancelled,,,,unknown,unknown,,Derang,Kaniha,Angul,Southern Asia,Asia,South Asia,21.1270438,84.9805516,exact,,,,,,8605,"96,100",53%,5.3,213.9,40
G100216,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 1,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,120,operating,1985,,,subcritical,sub-bit,,NALCO Angul smelter,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,,aluminum,power,,,12618,"96,100",53%,0.7,2.1,3
G100217,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 10,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,120,operating,2010,,,subcritical,sub-bit,,NALCO Angul smelter,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,,aluminum,power,,,11313,"96,100",53%,0.6,17.9,28
G100218,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 11,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,250,cancelled,,,,subcritical,sub-bit,,NALCO Angul smelter,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,TOR 1 Nov 2012 at http://bit.ly/QHTfCE,aluminum,power,,,10442,"96,100",53%,1.2,49.2,40
G100219,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 12,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,250,cancelled,,,,unknown,unknown,,NALCO Angul smelter,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,TOR 1 Nov 2012 at http://bit.ly/QHTfCE,aluminum,power,,,10326,"96,100",53%,1.2,48.6,40
G100220,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 2,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,120,operating,1985,,,subcritical,sub-bit,,NALCO Angul smelter,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,,aluminum,power,,,12618,"96,100",53%,0.7,2.1,3
G100221,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 3,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,120,operating,1985,,,subcritical,sub-bit,,NALCO Angul smelter,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,,aluminum,power,,,12618,"96,100",53%,0.7,2.1,3
G100222,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 4,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,120,operating,1985,,,subcritical,sub-bit,,NALCO Angul smelter,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,,aluminum,power,,,12618,"96,100",53%,0.7,2.1,3
G100223,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 5,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,120,operating,1990,,,subcritical,sub-bit,,NALCO Angul smelter,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,,aluminum,power,,,12618,"96,100",53%,0.7,5.7,8
G100224,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 6,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,120,operating,1994,,,subcritical,sub-bit,,NALCO Angul smelter,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,,aluminum,power,,,12183,"96,100",53%,0.7,8.3,12
G100225,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 7,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,120,operating,2002,,,subcritical,sub-bit,,NALCO Angul smelter,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,,aluminum,power,,,12183,"96,100",53%,0.7,13.8,20
G100226,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 8,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,120,operating,2009,,,subcritical,sub-bit,,NALCO Angul smelter,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,,aluminum,power,,,11313,"96,100",53%,0.6,17.3,27
G100227,L102443,P100981,https://www.gem.wiki/Angul_Smelter_power_station,India,Odisha,Unit 9,Angul Smelter power station,,,National Aluminum Co Ltd,NALCO,120,operating,2010,,,subcritical,sub-bit,,Banarpal & Balaram Prasad,Banarpal,Angul,Southern Asia,Asia,South Asia,20.84902641,85.19021988,exact,,aluminum,power,,,11313,"96,100",53%,0.6,17.9,28
G100228,L102444,P100789,https://www.gem.wiki/Angul_Steel_power_station,India,Odisha,Unit 1,Angul Steel power station,,,Jindal Steel & Power Ltd,Jindal Group,135,operating,2011,,,subcritical,unknown,,Derang,Chhendipada,Angul,Southern Asia,Asia,South Asia,20.8924742,84.9903899,exact,,iron & steel,power,,,11313,"96,100",53%,0.7,20.8,29
G100229,L102444,P100789,https://www.gem.wiki/Angul_Steel_power_station,India,Odisha,Unit 2,Angul Steel power station,,,Jindal Steel & Power,Jindal Group,135,operating,2012,,,subcritical,unknown,,Derang,Chhendipada,Angul,Southern Asia,Asia,South Asia,20.8924742,84.9903899,exact,,iron & steel,power,,,11313,"96,100",53%,0.7,21.6,30
G100230,L102444,P100789,https://www.gem.wiki/Angul_Steel_power_station,India,Odisha,Unit 3,Angul Steel power station,,,Jindal Steel & Power,Jindal Group,135,operating,2013,,,subcritical,unknown,,Derang,Chhendipada,Angul,Southern Asia,Asia,South Asia,20.8924742,84.9903899,exact,,iron & steel,power,,,10442,"96,100",53%,0.7,20.6,31
G100231,L102444,P100789,https://www.gem.wiki/Angul_Steel_power_station,India,Odisha,Unit 4,Angul Steel power station,,,Jindal Steel & Power,Jindal Group,135,operating,2013,,,subcritical,unknown,,Derang,Chhendipada,Angul,Southern Asia,Asia,South Asia,20.8924742,84.9903899,exact,,iron & steel,power,,,10442,"96,100",53%,0.7,20.6,31
G100232,L102444,P100789,https://www.gem.wiki/Angul_Steel_power_station,India,Odisha,Unit 5,Angul Steel power station,,,Jindal Steel & Power,Jindal Group,135,operating,2013,,,subcritical,unknown,,Derang,Chhendipada,Angul,Southern Asia,Asia,South Asia,20.8924742,84.9903899,exact,,iron & steel,power,,,10442,"96,100",53%,0.7,20.6,31
G100233,L102444,P100789,https://www.gem.wiki/Angul_Steel_power_station,India,Odisha,Unit 6,Angul Steel power station,,,Jindal Steel & Power,Jindal Group,135,operating,2014,,,subcritical,unknown,,Derang,Chhendipada,Angul,Southern Asia,Asia,South Asia,20.8924742,84.9903899,exact,,iron & steel,power,,,10442,"96,100",53%,0.7,21.2,32
G100248,L102031,P101574,https://www.gem.wiki/Ankulapatur_power_station,India,Andhra Pradesh,Phase 1,Ankulapatur power station,,,VSF Projects,VSF Projects,350,cancelled,,,,supercritical,unknown,,Ankulapatur,Chillakur,Nellore,Southern Asia,Asia,South Asia,14.1383443,79.9908811,exact,,,,,,9250,"96,100",53%,1.5,61,40
G100249,L102031,P101574,https://www.gem.wiki/Ankulapatur_power_station,India,Andhra Pradesh,Phase 2,Ankulapatur power station,,,VSF Projects,VSF Projects,135,cancelled,,,,supercritical,unknown,,Ankulapatur,Chillakur,Nellore,Southern Asia,Asia,South Asia,14.1383443,79.9908811,exact,,,,,,10091,"96,100",53%,0.6,25.7,40
G100253,L102610,P101538,https://www.gem.wiki/Anpara_power_station,India,Uttar Pradesh,Phase A Unit 1,Anpara power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,210,operating,1986,,,subcritical,bituminous,,Anpara,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.202043,82.7891278,exact,,,,,,12618,"94,600",53%,1.2,4.9,4
G100254,L102610,P101538,https://www.gem.wiki/Anpara_power_station,India,Uttar Pradesh,Phase A Unit 2,Anpara power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,210,operating,1987,,,subcritical,bituminous,,Anpara,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.202043,82.7891278,exact,,,,,,12618,"94,600",53%,1.2,6.1,5
G100255,L102610,P101538,https://www.gem.wiki/Anpara_power_station,India,Uttar Pradesh,Phase A Unit 3,Anpara power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,210,operating,1988,,,subcritical,bituminous,,Anpara,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.202043,82.7891278,exact,,,,,,12618,"94,600",53%,1.2,7.4,6
G100256,L102610,P101538,https://www.gem.wiki/Anpara_power_station,India,Uttar Pradesh,Phase B Unit 1,Anpara power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,500,operating,1993,,,subcritical,bituminous,,Anpara,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.202043,82.7891278,exact,,,,,,10442,"94,600",53%,2.4,26.6,11
G100257,L102610,P101538,https://www.gem.wiki/Anpara_power_station,India,Uttar Pradesh,Phase B Unit 2,Anpara power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,500,operating,1994,,,subcritical,bituminous,,Anpara,Dudhi,Sonbhadra,Southern Asia,Asia,South Asia,24.202043,82.7891278,exact,,,,,,10442,"94,600",53%,2.4,29,12
G100258,L102611,P100860,https://www.gem.wiki/Anpara-C_power_station,India,Uttar Pradesh,Unit 1,Anpara-C power station,,,LANCO Group,LANCO Group,600,operating,2011,,,subcritical,bituminous,Khadia coal mine extension,Anpara,,Sonebhadra,Southern Asia,Asia,South Asia,24.2037876,82.79733,exact,EC 26 Nov 2007 at http://bit.ly/1pXT8l7,,,,,9572,"94,600",53%,2.7,77.2,29
G100259,L102611,P100860,https://www.gem.wiki/Anpara-C_power_station,India,Uttar Pradesh,Unit 2,Anpara-C power station,,,LANCO Group,LANCO Group,600,operating,2011,,,subcritical,bituminous,Khadia coal mine extension,Anpara,,Sonebhadra,Southern Asia,Asia,South Asia,24.2037876,82.79733,exact,EC 26 Nov 2007 at http://bit.ly/1pXT8l7,,,,,9572,"94,600",53%,2.7,77.2,29
G100260,L102612,P101538,https://www.gem.wiki/Anpara-D_power_station,India,Uttar Pradesh,Unit 1,Anpara-D power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,500,operating,2015,,,subcritical,bituminous,"Kakari, Bina and Khadia and Dudhichua Coal Mines",Anpara,Dudhi,Sonebhadra,Southern Asia,Asia,South Asia,24.1962622,82.8063422,exact,EC 18 Sept 2007 at http://bit.ly/1pXTok8; EC extension 21 Jan 2014 at http://bit.ly/1pXTF6A,,,,,8702,"94,600",53%,2,66.5,33
G100261,L102612,P101538,https://www.gem.wiki/Anpara-D_power_station,India,Uttar Pradesh,Unit 2,Anpara-D power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,500,operating,2016,,,subcritical,bituminous,"Kakari, Bina and Khadia and Dudhichua Coal Mines",Anpara,Dudhi,Sonebhadra,Southern Asia,Asia,South Asia,24.1962622,82.8063422,exact,EC 18 Sept 2007 at http://bit.ly/1pXTok8; EC extension 21 Jan 2014 at http://bit.ly/1pXTF6A,,,,,8702,"94,600",53%,2,68.6,34
G100262,L102613,P101538,https://www.gem.wiki/Anpara-E_power_station,India,Uttar Pradesh,Unit 1,Anpara-E power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,660,cancelled,,,,supercritical,unknown,imported,"Chaperghata, Rasulpur Bhuranda, Kripalpur and Bhartauli",Bhognipur,Ramabai Nagar,Southern Asia,Asia,South Asia,26.192778,79.940278,exact,EC 24 Aug 2012 at http://bit.ly/1paYyJt,,,,,8409,"96,100",53%,2.6,104.5,40
G100263,L102613,P101538,https://www.gem.wiki/Anpara-E_power_station,India,Uttar Pradesh,Unit 2,Anpara-E power station,,,Uttar Pradesh Rajya Vidyut Utpadan Nigam Ltd,UPRVUNL,660,cancelled,,,,supercritical,unknown,imported,"Chaperghata, Rasulpur Bhuranda, Kripalpur and Bhartauli",Bhognipur,Ramabai Nagar,Southern Asia,Asia,South Asia,26.192778,79.940278,exact,EC 24 Aug 2012 at http://bit.ly/1paYyJt,,,,,8409,"96,100",53%,2.6,104.5,40
G100279,L102317,P101010,https://www.gem.wiki/Anuppur_power_station_(Newzone),India,Madhya Pradesh,,Anuppur power station (Newzone),,,New Zone India,New Zone India,1320,cancelled,,,,supercritical,unknown,,"Raksha, Kolmi, and Daikhal",,Annupur,Southern Asia,Asia,South Asia,23.152987,81.832352,approximate,ToR issued 12 Oct 2010 at http://bit.ly/Oa1LbS,,,,,8409,"96,100",53%,5.2,209,40
G100280,L102318,P100653,https://www.gem.wiki/Anuppur_Thermal_Power_Project,India,Madhya Pradesh,Phase 1 Unit 1,Anuppur Thermal Power Project,,,Hindustan Powerprojects Pvt Ltd,Hindustan Powerprojects,600,operating,2015,,,subcritical,unknown,"SECL, Bilaspur","Laharpur Murra, Guwari, Belia & Jethari",Jaithari,Annupur,Southern Asia,Asia,South Asia,23.073731,81.784286,exact,EC 28 May 2010 at http://bit.ly/1i73xUF,,,,,8702,"96,100",53%,2.5,81.1,33
G100281,L102318,P100653,https://www.gem.wiki/Anuppur_Thermal_Power_Project,India,Madhya Pradesh,Phase 1 Unit 2,Anuppur Thermal Power Project,,,Hindustan Powerprojects Pvt Ltd,Hindustan Powerprojects,600,operating,2016,,,subcritical,unknown,"SECL, Bilaspur","Laharpur Murra, Guwari, Belia & Jethari",Jaithari,Annupur,Southern Asia,Asia,South Asia,23.073731,81.784286,exact,EC 28 May 2010 at http://bit.ly/1i73xUF,,,,,8702,"96,100",53%,2.5,83.6,34
G100282,L102318,P100653,https://www.gem.wiki/Anuppur_Thermal_Power_Project,India,Madhya Pradesh,Phase 2 Unit 1,Anuppur Thermal Power Project,,,Hindustan Powerprojects Pvt Ltd,Hindustan Powerprojects,660,cancelled,,,,supercritical,unknown,"SECL, Bilaspur","Laharpur Murra, Guwari, Belia & Jethari",Jaithari,Annupur,Southern Asia,Asia,South Asia,23.073731,81.784286,exact,ToR 20 Apr 2010 at http://bit.ly/1HxjgsT,,,,,8409,"96,100",53%,2.6,104.5,40
G100283,L102318,P100653,https://www.gem.wiki/Anuppur_Thermal_Power_Project,India,Madhya Pradesh,Phase 2 Unit 2,Anuppur Thermal Power Project,,,Hindustan Powerprojects Pvt Ltd,Hindustan Powerprojects,660,cancelled,,,,supercritical,unknown,"SECL, Bilaspur","Laharpur Murra, Guwari, Belia & Jethari",Jaithari,Annupur,Southern Asia,Asia,South Asia,23.073731,81.784286,exact,ToR 20 Apr 2010 at http://bit.ly/1HxjgsT,,,,,8409,"96,100",53%,2.6,104.5,40
G100312,L102123,P100848,https://www.gem.wiki/Arasmeta_Cement_Plant_power_station,India,Chhattisgarh,Unit 1,Arasmeta Cement Plant power station,,,KSK Energy Ventures Pvt Ltd,KSK Energy Ventures,43,operating,2008,,,subcritical,unknown,,Janjgir,,Champa,Southern Asia,Asia,South Asia,21.966291,82.340412,approximate,,cement & building,power,,,11313,"96,100",53%,0.2,6,26
G100313,L102123,P100848,https://www.gem.wiki/Arasmeta_Cement_Plant_power_station,India,Chhattisgarh,Unit 2,Arasmeta Cement Plant power station,,,KSK Energy Ventures Pvt Ltd,KSK Energy Ventures,43,operating,2011,,,subcritical,unknown,,Janjgir,,Champa,Southern Asia,Asia,South Asia,21.966291,82.340412,approximate,,cement & building,power,,,11313,"96,100",53%,0.2,6.6,29
G113192,L102537,P100075,https://www.gem.wiki/ARS_Metals_Gummidipoondi_captive_power_station,India,Tamil Nadu,Unit 1,ARS Metals Gummidipoondi captive power station,,,ARS Metals,ARS Metals,60,operating,2013,,,cfb,sub-bit,Indonesia,"Sithurnatham, Sirupuzhalpettai & Eguvarpalayam",Gummidipoondi,Thiruvallur,Southern Asia,Asia,South Asia,13.423889,80.066111,exact,Form 1 application filed 3 March 2014 at http://bit.ly/1tU6M6x; TOR 18 Sep 2014 at http://bit.ly/1DNr1gE,,,,,10442,"96,100",53%,0.3,9.1,31
G100356,L102537,P100075,https://www.gem.wiki/ARS_Metals_Gummidipoondi_captive_power_station,India,Tamil Nadu,Unit 2,ARS Metals Gummidipoondi captive power station,,,ARS Metals,ARS Metals,135,cancelled,,,,subcritical,sub-bit,Indonesia,"Sithurnatham, Sirupuzhalpettai & Eguvarpalayam",Gummidipoondi,Thiruvallur,Southern Asia,Asia,South Asia,13.423889,80.066111,exact,Form 1 application filed 3 March 2014 at http://bit.ly/1tU6M6x; TOR 18 Sep 2014 at http://bit.ly/1DNr1gE,,,,,10442,"96,100",53%,0.7,26.5,40
G100357,L102537,P100075,https://www.gem.wiki/ARS_Metals_Gummidipoondi_captive_power_station,India,Tamil Nadu,Unit 3,ARS Metals Gummidipoondi captive power station,,,ARS Metals,ARS Metals,350,cancelled,,,,supercritical,sub-bit,Indonesia,"Sithurnatham, Sirupuzhalpettai & Eguvarpalayam",Gummidipoondi,Thiruvallur,Southern Asia,Asia,South Asia,13.423889,80.066111,exact,Form 1 application filed 3 March 2014 at http://bit.ly/1tU6M6x; TOR 18 Sep 2014 at http://bit.ly/1DNr1gE,,,,,9250,"96,100",53%,1.5,61,40
G100368,L102659,P101214,https://www.gem.wiki/Asansol_Crescent_power_station,India,West Bengal,Unit 1,Asansol Crescent power station,,,CESC Ltd,RPG Group,40,operating,2007,,,subcritical,unknown,,Asansol,,Bardhaman,Southern Asia,Asia,South Asia,23.65,88.13,approximate,,,,,,11313,"96,100",53%,0.2,5.3,25
G100369,L102660,Q200301,https://www.gem.wiki/Asansol_power_station,India,West Bengal,Unit 1,Asansol power station,,,India Power Corporation Ltd,"India Power Corporation, SREI Infra",270,cancelled,,,,subcritical,unknown,,Asansol,,Raghunathpur,Southern Asia,Asia,South Asia,23.68,86.99,approximate,,,,,,10442,"96,100",53%,1.3,53.1,40
G100370,L102660,Q200301,https://www.gem.wiki/Asansol_power_station,India,West Bengal,Unit 2,Asansol power station,,,India Power Corporation Ltd,"India Power Corporation, SREI Infra",270,cancelled,,,,subcritical,unknown,,Asansol,,Raghunathpur,Southern Asia,Asia,South Asia,23.68,86.99,approximate,,,,,,10442,"96,100",53%,1.3,53.1,40
G100387,L102376,P100088,https://www.gem.wiki/ASTARC_power_station,India,Maharashtra,Unit 1,ASTARC power station,,,ASTARC Power,ASTARC Power,660,cancelled,,,,supercritical,unknown,,Pandhartal & Khursapar,Lohra (or Umred),Nagpur,Southern Asia,Asia,South Asia,20.8637844,79.2737389,approximate,TOR 12 March 2010 at http://bit.ly/1jQmHP9,,,,,8409,"96,100",53%,2.6,104.5,40
G100388,L102376,P100088,https://www.gem.wiki/ASTARC_power_station,India,Maharashtra,Unit 2,ASTARC power station,,,ASTARC Power,ASTARC Power,660,cancelled,,,,supercritical,unknown,,Pandhartal & Khursapar,Lohra (or Umred),Nagpur,Southern Asia,Asia,South Asia,20.8637844,79.2737389,approximate,TOR 12 March 2010 at http://bit.ly/1jQmHP9,,,,,8409,"96,100",53%,2.6,104.5,40
G100393,L102124,P100093,https://www.gem.wiki/Athena_Chhattisgarh_power_station,India,Chhattisgarh,Unit 1,Athena Chhattisgarh power station,,Singhitarai,Athena Energy Ventures Pvt Ltd,Athena Energy Ventures,600,cancelled,,,,supercritical,unknown,,Bade Dumarpali,Kharsia,Raigarh,Southern Asia,Asia,South Asia,21.9067649,83.1290013,exact,EC extension 22 Mar 2016 at http://bit.ly/1OSALqI,,,,,8409,"96,100",53%,2.4,95,40
G100394,L102124,P100093,https://www.gem.wiki/Athena_Chhattisgarh_power_station,India,Chhattisgarh,Unit 2,Athena Chhattisgarh power station,,Singhitarai,Athena Energy Ventures Pvt Ltd,Athena Energy Ventures,600,cancelled,,,,supercritical,unknown,,Bade Dumarpali,Kharsia,Raigarh,Southern Asia,Asia,South Asia,21.9067649,83.1290013,exact,EC extension 22 Mar 2016 at http://bit.ly/1OSALqI,,,,,8409,"96,100",53%,2.4,95,40
G100395,L102538,P101001,https://www.gem.wiki/Athiyakurichi_power_station,India,Tamil Nadu,Unit 1,Athiyakurichi power station,,,NC Energy Ltd,NC Energy,660,cancelled,,,,supercritical,unknown,,Athiyakurichi,Udangudi,Thoothukudi,Southern Asia,Asia,South Asia,8.43,78.02,approximate,TOR 15 June 2011 at http://bit.ly/1kV5rXO; TOR 16 Sep 2014 at http://bit.ly/1Ppdcbl; TOR ext 15 Jan 2017 at http://bit.ly/2rq5idg,,,,,8409,"96,100",53%,2.6,104.5,40
G100396,L102538,P101001,https://www.gem.wiki/Athiyakurichi_power_station,India,Tamil Nadu,Unit 2,Athiyakurichi power station,,,NC Energy Ltd,NC Energy,660,cancelled,,,,supercritical,unknown,,Athiyakurichi,Udangudi,Thoothukudi,Southern Asia,Asia,South Asia,8.43,78.02,approximate,TOR 15 June 2011 at http://bit.ly/1kV5rXO; TOR 16 Sep 2014 at http://bit.ly/1Ppdcbl; TOR ext 15 Jan 2017 at http://bit.ly/2rq5idg,,,,,8409,"96,100",53%,2.6,104.5,40
G100397,L102538,P101001,https://www.gem.wiki/Athiyakurichi_power_station,India,Tamil Nadu,Unit 3,Athiyakurichi power station,,,NC Energy Ltd,NC Energy,660,cancelled,,,,supercritical,unknown,,Athiyakurichi,Udangudi,Thoothukudi,Southern Asia,Asia,South Asia,8.43,78.02,approximate,TOR 15 June 2011 at http://bit.ly/1kV5rXO; TOR 16 Sep 2014 at http://bit.ly/1Ppdcbl; TOR ext 15 Jan 2017 at http://bit.ly/2rq5idg,,,,,8409,"96,100",53%,2.6,104.5,40
G100398,L102538,P101001,https://www.gem.wiki/Athiyakurichi_power_station,India,Tamil Nadu,Unit 4,Athiyakurichi power station,,,NC Energy Ltd,NC Energy,660,cancelled,,,,supercritical,unknown,,Athiyakurichi,Udangudi,Thoothukudi,Southern Asia,Asia,South Asia,8.43,78.02,approximate,TOR 15 June 2011 at http://bit.ly/1kV5rXO; TOR 16 Sep 2014 at http://bit.ly/1Ppdcbl; TOR ext 15 Jan 2017 at http://bit.ly/2rq5idg,,,,,8409,"96,100",53%,2.6,104.5,40
G114787,L104755,P102610,https://www.gem.wiki/Atul_power_station,India,Gujarat,New Unit,Atul power station,,,Atul Limited,Lalbhai Group,50,permitted,,,,unknown,unknown,,Atul,,,Southern Asia,Asia,South Asia,20.5370576,72.9332819,exact,Form 1 24 Feb 2020; EIA Apr 2021; EC Dec 2021,,,,,10326,"96,100",53%,0.2,9.7,40
G115180,L104755,P102610,https://www.gem.wiki/Atul_power_station,India,Gujarat,Unit 1,Atul power station,,,Atul Limited,Lalbhai Group,34,operating,,,,unknown,unknown,,Atul,,,Southern Asia,Asia,South Asia,20.5370576,72.9332819,exact,EC 20 May 2016,,,,,12047,"96,100",53%,0.2,3.9,20
G100403,L102614,P101047,https://www.gem.wiki/Auraiya_IGCC_power_station,India,Uttar Pradesh,,Auraiya IGCC power station,,,NTPC Ltd,NTPC,300,cancelled,,,,unknown,unknown,,,,Auraiya,Southern Asia,Asia,South Asia,26.46401,79.506462,approximate,,,,,,9466,"96,100",53%,1.3,53.5,40
G100404,L102615,P101529,https://www.gem.wiki/Auraiya_Unitech_power_station,India,Uttar Pradesh,,Auraiya Unitech power station,,,Unitech Machines,Unitech Machines,250,cancelled,,,,subcritical,unknown,,,,Auraiya,Southern Asia,Asia,South Asia,26.46401,79.506462,approximate,,,,,,10442,"96,100",53%,1.2,49.2,40
G100414,L102445,P100860,https://www.gem.wiki/Babandh_power_station,India,Odisha,Phase I Unit 1,Babandh power station,,,LANCO Group,LANCO Group,660,cancelled,,,,supercritical,unknown,Rampia Coal Block of MCL,Kharagprasad,Motunga,Dhenkanal,Southern Asia,Asia,South Asia,20.8264254,85.2964783,exact,EC 17 Feb 2010 at http://bit.ly/QHYJ0e,,,,,8409,"96,100",53%,2.6,104.5,40
G100415,L102445,P100860,https://www.gem.wiki/Babandh_power_station,India,Odisha,Phase I Unit 2,Babandh power station,,,LANCO Group,LANCO Group,660,cancelled,,,,supercritical,unknown,Rampia Coal Block of MCL,Kharagprasad,Motunga,Dhenkanal,Southern Asia,Asia,South Asia,20.8264254,85.2964783,exact,EC 17 Feb 2010 at http://bit.ly/QHYJ0e,,,,,8409,"96,100",53%,2.6,104.5,40
G100416,L102445,P100860,https://www.gem.wiki/Babandh_power_station,India,Odisha,Phase II Unit 1,Babandh power station,,,LANCO Group,LANCO Group,660,cancelled,,,,supercritical,unknown,Rampia Coal Block of MCL,Kharagprasad,Motunga,Dhenkanal,Southern Asia,Asia,South Asia,20.8264254,85.2964783,exact,,,,,,8409,"96,100",53%,2.6,104.5,40
