Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Owner,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Subregion,Region,Previous Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Alternate Fuel,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years)
G105365,L102473,P100854,https://www.gem.wiki/JR_Power_Project,India,Odisha,Unit 1,JR Power Project,,Wardha Naini Power Project,KVK Energy & Infrastructure,KVK Energy & Infrastructure,660,cancelled,,,,unknown,unknown,,Baija,Kishore Nagar,Angul,Southern Asia,Asia,South Asia,18.852709,83.876458,approximate,TOR 7 Oct 2010 at http://bit.ly/RkVnQV,,,,,8605,"96,100",53%,2.7,106.9,40
G105366,L102473,P100854,https://www.gem.wiki/JR_Power_Project,India,Odisha,Unit 2,JR Power Project,,Wardha Naini Power Project,KVK Energy & Infrastructure,KVK Energy & Infrastructure,660,cancelled,,,,unknown,unknown,,Baija,Kishore Nagar,Angul,Southern Asia,Asia,South Asia,18.852709,83.876458,approximate,TOR 7 Oct 2010 at http://bit.ly/RkVnQV,,,,,8605,"96,100",53%,2.7,106.9,40
G105367,L102473,P100854,https://www.gem.wiki/JR_Power_Project,India,Odisha,Unit 3,JR Power Project,,Wardha Naini Power Project,KVK Energy & Infrastructure,KVK Energy & Infrastructure,660,cancelled,,,,unknown,unknown,,Baija,Kishore Nagar,Angul,Southern Asia,Asia,South Asia,18.852709,83.876458,approximate,TOR 7 Oct 2010 at http://bit.ly/RkVnQV,,,,,8605,"96,100",53%,2.7,106.9,40
G105368,L102526,P100804,https://www.gem.wiki/JSW_Barmer_Jalipa_Kapurdi_power_station,India,Rajasthan,Unit 1,JSW Barmer Jalipa Kapurdi power station,,,JSW Energy Ltd,JSW Group,135,operating,2010,,,subcritical,lignite,Domestic,Bhadresh,Barmer,Barmer,Southern Asia,Asia,South Asia,25.8948022,71.3262764,exact,,,,,,11313,"101,000",53%,0.8,21.2,28
G114481,L102526,P100804,https://www.gem.wiki/JSW_Barmer_Jalipa_Kapurdi_power_station,India,Rajasthan,Unit 10,JSW Barmer Jalipa Kapurdi power station,,,JSW Energy Ltd,JSW Group,540,shelved,,,,supercritical,lignite,Domestic,Bhadresh,Barmer,Barmer,Southern Asia,Asia,South Asia,25.89494,71.3256454,exact,TOR 2 Dec 2019; TOR 25 Feb 2015 http://bit.ly/1CA4tJh,,,,,8409,"101,000",53%,2.2,89.9,40
G105369,L102526,P100804,https://www.gem.wiki/JSW_Barmer_Jalipa_Kapurdi_power_station,India,Rajasthan,Unit 2,JSW Barmer Jalipa Kapurdi power station,,,JSW Energy Ltd,JSW Group,135,operating,2010,,,subcritical,lignite,Domestic,Bhadresh,Barmer,Barmer,Southern Asia,Asia,South Asia,25.89494,71.3256454,exact,EC 20 July 2007 at http://bit.ly/TOVrKm,,,,,11313,"101,000",53%,0.8,21.2,28
G105370,L102526,P100804,https://www.gem.wiki/JSW_Barmer_Jalipa_Kapurdi_power_station,India,Rajasthan,Unit 3,JSW Barmer Jalipa Kapurdi power station,,,JSW Energy Ltd,JSW Group,135,operating,2011,,,subcritical,lignite,Domestic,Bhadresh,Barmer,Barmer,Southern Asia,Asia,South Asia,25.89494,71.3256454,exact,EC 20 July 2007 at http://bit.ly/TOVrKm,,,,,11313,"101,000",53%,0.8,21.9,29
G105371,L102526,P100804,https://www.gem.wiki/JSW_Barmer_Jalipa_Kapurdi_power_station,India,Rajasthan,Unit 4,JSW Barmer Jalipa Kapurdi power station,,,JSW Energy Ltd,JSW Group,135,operating,2011,,,subcritical,lignite,Domestic,Bhadresh,Barmer,Barmer,Southern Asia,Asia,South Asia,25.89494,71.3256454,exact,EC 20 July 2007 at http://bit.ly/TOVrKm,,,,,11313,"101,000",53%,0.8,21.9,29
G105372,L102526,P100804,https://www.gem.wiki/JSW_Barmer_Jalipa_Kapurdi_power_station,India,Rajasthan,Unit 5,JSW Barmer Jalipa Kapurdi power station,,,JSW Energy Ltd,JSW Group,135,operating,2013,,,subcritical,lignite,Domestic,Bhadresh,Barmer,Barmer,Southern Asia,Asia,South Asia,25.89494,71.3256454,exact,EC 20 July 2007 at http://bit.ly/TOVrKm,,,,,10442,"101,000",53%,0.7,21.6,31
G105373,L102526,P100804,https://www.gem.wiki/JSW_Barmer_Jalipa_Kapurdi_power_station,India,Rajasthan,Unit 6,JSW Barmer Jalipa Kapurdi power station,,,JSW Energy Ltd,JSW Group,135,operating,2013,,,subcritical,lignite,Domestic,Bhadresh,Barmer,Barmer,Southern Asia,Asia,South Asia,25.89494,71.3256454,exact,EC 20 July 2007 at http://bit.ly/TOVrKm,,,,,10442,"101,000",53%,0.7,21.6,31
G105374,L102526,P100804,https://www.gem.wiki/JSW_Barmer_Jalipa_Kapurdi_power_station,India,Rajasthan,Unit 7,JSW Barmer Jalipa Kapurdi power station,,,JSW Energy Ltd,JSW Group,135,operating,2013,,,subcritical,lignite,Domestic,Bhadresh,Barmer,Barmer,Southern Asia,Asia,South Asia,25.89494,71.3256454,exact,EC 20 July 2007 at http://bit.ly/TOVrKm,,,,,10442,"101,000",53%,0.7,21.6,31
G105375,L102526,P100804,https://www.gem.wiki/JSW_Barmer_Jalipa_Kapurdi_power_station,India,Rajasthan,Unit 8,JSW Barmer Jalipa Kapurdi power station,,,JSW Energy Ltd,JSW Group,135,operating,2013,,,subcritical,lignite,Domestic,Bhadresh,Barmer,Barmer,Southern Asia,Asia,South Asia,25.89494,71.3256454,exact,EC 20 July 2007 at http://bit.ly/TOVrKm,,,,,10442,"101,000",53%,0.7,21.6,31
G105376,L102526,P100804,https://www.gem.wiki/JSW_Barmer_Jalipa_Kapurdi_power_station,India,Rajasthan,Unit 9,JSW Barmer Jalipa Kapurdi power station,,,JSW Energy Ltd,JSW Group,540,shelved,,,,supercritical,lignite,Domestic,Bhadresh,Barmer,Barmer,Southern Asia,Asia,South Asia,25.89494,71.3256454,exact,TOR 2 Dec 2019; TOR 25 Feb 2015 http://bit.ly/1CA4tJh,,,,,8409,"101,000",53%,2.2,89.9,40
G105377,L102405,P100804,https://www.gem.wiki/JSW_Tarapur_power_station,India,Maharashtra,Unit 2,JSW Tarapur power station,,,JSW Steel,JSW Group,30,operating,2010,,,subcritical,unknown,,Tarapur,,Thane,Southern Asia,Asia,South Asia,19.7945067,72.7405251,exact,,iron & steel,,,,11313,"96,100",53%,0.2,4.5,28
G115666,L104954,P100804,https://www.gem.wiki/JSW_Utkal_Steel_power_station,India,Odisha,Unit 1,JSW Utkal Steel power station,,,JSW Utkal Steel Limited,JSW Group,300,permitted,,,,unknown,unknown,,Paradeep,,Jagatsinghpur,Southern Asia,Asia,South Asia,20.217,86.554,approximate,EC 12 Apr 2022,iron & steel,power,,gas,9466,"96,100",53%,1.3,53.5,40
G115667,L104954,P100804,https://www.gem.wiki/JSW_Utkal_Steel_power_station,India,Odisha,Unit 2,JSW Utkal Steel power station,,,JSW Utkal Steel Limited,JSW Group,300,permitted,,,,unknown,unknown,,Paradeep,,Jagatsinghpur,Southern Asia,Asia,South Asia,20.217,86.554,approximate,EC 12 Apr 2022,iron & steel,power,,gas,9466,"96,100",53%,1.3,53.5,40
G115668,L104954,P100804,https://www.gem.wiki/JSW_Utkal_Steel_power_station,India,Odisha,Unit 3,JSW Utkal Steel power station,,,JSW Utkal Steel Limited,JSW Group,300,permitted,,,,unknown,unknown,,Paradeep,,Jagatsinghpur,Southern Asia,Asia,South Asia,20.217,86.554,approximate,EC 12 Apr 2022,iron & steel,power,,gas,9466,"96,100",53%,1.3,53.5,40
G105378,L102303,P100804,https://www.gem.wiki/JSW_Vijayanagar_Toranagallu_power_station,India,Karnataka,Unit 1,JSW Vijayanagar Toranagallu power station,,Toranagallu (JSW Vijayanagar) power station,JSW Energy Ltd,JSW Group,130,operating,2000,,,subcritical,unknown,,JSW Vijayanagar steel mill,Sandur,Bellary,Southern Asia,Asia,South Asia,15.186771,76.6621387,exact,,iron & steel,power,power,,12183,"96,100",53%,0.7,13.4,18
G105379,L102303,P100804,https://www.gem.wiki/JSW_Vijayanagar_Toranagallu_power_station,India,Karnataka,Unit 2,JSW Vijayanagar Toranagallu power station,,Toranagallu (JSW Vijayanagar) power station,JSW Energy Ltd,JSW Group,130,operating,2000,,,subcritical,unknown,,JSW Vijayanagar steel mill,Sandur,Bellary,Southern Asia,Asia,South Asia,15.186771,76.6621387,exact,,iron & steel,power,power,,12183,"96,100",53%,0.7,13.4,18
G105380,L102303,P100804,https://www.gem.wiki/JSW_Vijayanagar_Toranagallu_power_station,India,Karnataka,Unit 3,JSW Vijayanagar Toranagallu power station,,Toranagallu (JSW Vijayanagar) power station,JSW Energy Ltd,JSW Group,300,operating,2009,,,subcritical,unknown,,JSW Vijayanagar steel mill,Sandur,Bellary,Southern Asia,Asia,South Asia,15.186771,76.6621387,exact,,iron & steel,power,power,,10442,"96,100",53%,1.5,39.8,27
G105381,L102303,P100804,https://www.gem.wiki/JSW_Vijayanagar_Toranagallu_power_station,India,Karnataka,Unit 4,JSW Vijayanagar Toranagallu power station,,Toranagallu (JSW Vijayanagar) power station,JSW Energy Ltd,JSW Group,300,operating,2009,,,subcritical,unknown,,JSW Vijayanagar steel mill,Sandur,Bellary,Southern Asia,Asia,South Asia,15.186771,76.6621387,exact,,iron & steel,power,power,,10442,"96,100",53%,1.5,39.8,27
G105382,L102303,P100804,https://www.gem.wiki/JSW_Vijayanagar_Toranagallu_power_station,India,Karnataka,Unit 5,JSW Vijayanagar Toranagallu power station,,Toranagallu (JSW Vijayanagar) power station,JSW Energy Ltd,JSW Group,660,cancelled,,,,supercritical,unknown,Imported,Toranagallu,Sandur,Bellary,Southern Asia,Asia,South Asia,15.1839,76.6622,exact,TOR http://bit.ly/1kahdzN 6/13/2013; EC http://bit.ly/1xVfJ7Z 18 Sep 2014,,,,,8409,"96,100",53%,2.6,104.5,40
G105409,L102553,P101450,https://www.gem.wiki/Kadaladi_power_station,India,Tamil Nadu,Unit 1,Kadaladi power station,,,Tamil Nadu Generation & Distribution Corp Ltd,TANGEDCO,800,cancelled,,,,supercritical,unknown,,TBD,Kadaladi,Ramanathapuram,Southern Asia,Asia,South Asia,9.227392,78.472595,approximate,,,,,,8409,"96,100",53%,3.2,126.7,40
G105410,L102553,P101450,https://www.gem.wiki/Kadaladi_power_station,India,Tamil Nadu,Unit 2,Kadaladi power station,,,Tamil Nadu Generation & Distribution Corp Ltd,TANGEDCO,800,cancelled,,,,supercritical,unknown,,TBD,Kadaladi,Ramanathapuram,Southern Asia,Asia,South Asia,9.227392,78.472595,approximate,,,,,,8409,"96,100",53%,3.2,126.7,40
G105411,L102553,P101450,https://www.gem.wiki/Kadaladi_power_station,India,Tamil Nadu,Unit 3,Kadaladi power station,,,Tamil Nadu Generation & Distribution Corp Ltd,TANGEDCO,800,cancelled,,,,supercritical,unknown,,TBD,Kadaladi,Ramanathapuram,Southern Asia,Asia,South Asia,9.227392,78.472595,approximate,,,,,,8409,"96,100",53%,3.2,126.7,40
G105412,L102553,P101450,https://www.gem.wiki/Kadaladi_power_station,India,Tamil Nadu,Unit 4,Kadaladi power station,,,Tamil Nadu Generation & Distribution Corp Ltd,TANGEDCO,800,cancelled,,,,supercritical,unknown,,TBD,Kadaladi,Ramanathapuram,Southern Asia,Asia,South Asia,9.227392,78.472595,approximate,,,,,,8409,"96,100",53%,3.2,126.7,40
G105413,L102553,P101450,https://www.gem.wiki/Kadaladi_power_station,India,Tamil Nadu,Unit 5,Kadaladi power station,,,Tamil Nadu Generation & Distribution Corp Ltd,TANGEDCO,800,cancelled,,,,supercritical,unknown,,TBD,Kadaladi,Ramanathapuram,Southern Asia,Asia,South Asia,9.227392,78.472595,approximate,,,,,,8409,"96,100",53%,3.2,126.7,40
G105416,L102304,P100095,https://www.gem.wiki/Kadechur_power_station,India,Karnataka,Unit 1,Kadechur power station,,,Atlas Power India,Atlas Power Limited,660,cancelled,,,,unknown,unknown,,Kadechur,,Yadgir,Southern Asia,Asia,South Asia,16.5185299,77.3284078,approximate,ToR http://bit.ly/1yxIEtg 17 Jan 2014,,,,,8605,"96,100",53%,2.7,106.9,40
G105417,L102304,P100095,https://www.gem.wiki/Kadechur_power_station,India,Karnataka,Unit 2,Kadechur power station,,,Atlas Power India,Atlas Power Limited,660,cancelled,,,,unknown,unknown,,Kadechur,,Yadgir,Southern Asia,Asia,South Asia,16.5185299,77.3284078,approximate,ToR http://bit.ly/1yxIEtg 17 Jan 2014,,,,,8605,"96,100",53%,2.7,106.9,40
G105421,L102554,P101448,https://www.gem.wiki/Kagithapuram_Mill_power_station,India,Tamil Nadu,Unit 5,Kagithapuram Mill power station,,,Tamil Nadu Newsprint & Papers,Tamil Nadu Newsprint & Papers,40,operating,2011,,,subcritical,unknown,,Kagithapuram paper mill,Karur,Karur,Southern Asia,Asia,South Asia,11.0528536,77.9958063,exact,,pulp & paper,power,power,,11313,"96,100",53%,0.2,6.2,29
G105422,L102101,P100196,https://www.gem.wiki/Kahalgaon_power_station_(Cement_Manufacturing_Co.),India,Bihar,,Kahalgaon power station (Cement Manufacturing Co.),,,Cement Manufacturing Company Ltd.,Cement Manufacturing Company Ltd.,500,cancelled,,,,unknown,unknown,,Kahalgaon,,Bhagalpur,Southern Asia,Asia,South Asia,25.26354,87.234444,approximate,,,,,,8605,"96,100",53%,2,81,40
G105423,L102102,P100388,https://www.gem.wiki/Kahalgaon_power_station_(East-West_Power),India,Bihar,,Kahalgaon power station (East-West Power),,,East-West Power Generation Co. Ltd.,East-West Power Generation Co. Ltd.,1000,cancelled,2010,,,unknown,unknown,,Kahalgaon,,Bhagalpur,Southern Asia,Asia,South Asia,25.26354,87.234444,approximate,EC 20 May 2004 at http://bit.ly/1a8H7Dp,,,,,8605,"96,100",53%,4.1,162,40
G105424,L102103,P101243,https://www.gem.wiki/Kahalgaon_power_station_(Sarvottam),India,Bihar,,Kahalgaon power station (Sarvottam),,,Sarvottam Infrastructure,Sarvottam Infrastructure,540,cancelled,,,,unknown,unknown,,Kahalgaon,,Bhagalpur,Southern Asia,Asia,South Asia,25.26354,87.234444,approximate,,,,,,8605,"96,100",53%,2.2,87.5,40
G105425,L102104,P101047,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 1,Kahalgaon Super Thermal Power Plant,,,NTPC Ltd,NTPC,210,operating,1992,,,subcritical,lignite,,Kahalgaon,,Bhagalpur,Southern Asia,Asia,South Asia,25.2369032,87.2655952,exact,,,,,,12618,"101,000",53%,1.3,13.1,10
G105426,L102104,P101047,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 2,Kahalgaon Super Thermal Power Plant,,,NTPC Ltd,NTPC,210,operating,1994,,,subcritical,lignite,,Kahalgaon,,Bhagalpur,Southern Asia,Asia,South Asia,25.2369032,87.2655952,exact,,,,,,12183,"101,000",53%,1.3,15.2,12
G105427,L102104,P101047,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 3,Kahalgaon Super Thermal Power Plant,,,NTPC Ltd,NTPC,210,operating,1995,,,subcritical,lignite,,Kahalgaon,,Bhagalpur,Southern Asia,Asia,South Asia,25.2369032,87.2655952,exact,,,,,,12183,"101,000",53%,1.3,16.5,13
G105428,L102104,P101047,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 4,Kahalgaon Super Thermal Power Plant,,,NTPC Ltd,NTPC,210,operating,1996,,,subcritical,lignite,,Kahalgaon,,Bhagalpur,Southern Asia,Asia,South Asia,25.2369032,87.2655952,exact,,,,,,12183,"101,000",53%,1.3,17.7,14
G105429,L102104,P101047,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 5,Kahalgaon Super Thermal Power Plant,,,NTPC Ltd,NTPC,500,operating,2008,,,subcritical,lignite,,Kahalgaon,,Bhagalpur,Southern Asia,Asia,South Asia,25.2369032,87.2655952,exact,,,,,,9572,"101,000",53%,2.4,61.6,26
G105430,L102104,P101047,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 6,Kahalgaon Super Thermal Power Plant,,,NTPC Ltd,NTPC,500,operating,2009,,,subcritical,lignite,,Kahalgaon,,Bhagalpur,Southern Asia,Asia,South Asia,25.2369032,87.2655952,exact,,,,,,9572,"101,000",53%,2.4,63.9,27
G105431,L102104,P101047,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,India,Bihar,Unit 7,Kahalgaon Super Thermal Power Plant,,,NTPC Ltd,NTPC,500,operating,2010,,,subcritical,lignite,,Kahalgaon,,Bhagalpur,Southern Asia,Asia,South Asia,25.2369032,87.2655952,exact,,,,,,9572,"101,000",53%,2.4,66.3,28
G105451,L102212,P101314,https://www.gem.wiki/Kaj/Nanavada_power_station,India,Gujarat,Unit 1,Kaj/Nanavada power station,,,Shapoorji Pallonji Energy,Shapoorji Pallonji Energy,660,cancelled,,,,supercritical,unknown,,Kaj/Nanavada,Kodinar,Junagadh,Southern Asia,Asia,South Asia,20.75,70.8167,approximate,EC granted 11/30/12 at http://bit.ly/1d95prH; EIA at http://bit.ly/1lNi23t,,,,,8409,"96,100",53%,2.6,104.5,40
G105452,L102212,P101314,https://www.gem.wiki/Kaj/Nanavada_power_station,India,Gujarat,Unit 2,Kaj/Nanavada power station,,,Shapoorji Pallonji Energy,Shapoorji Pallonji Energy,660,cancelled,,,,supercritical,unknown,,Kaj/Nanavada,Kodinar,Junagadh,Southern Asia,Asia,South Asia,20.75,70.8167,approximate,EC granted 11/30/12 at http://bit.ly/1d95prH; EIA at http://bit.ly/1lNi23t,,,,,8409,"96,100",53%,2.6,104.5,40
G105458,L102595,P101513,https://www.gem.wiki/Kakatiya_Thermal_Power_Project,India,Telangana,Stage I,Kakatiya Thermal Power Project,,,Telangana State Power Generation Corp,TSGENCO,500,operating,2010,,,subcritical,sub-bit,,Chelpur,Ghanpur,Warangal,Southern Asia,Asia,South Asia,18.3831934,79.8271644,exact,,,,,,9572,"96,100",53%,2.3,63.1,28
G105459,L102595,P101513,https://www.gem.wiki/Kakatiya_Thermal_Power_Project,India,Telangana,Stage II,Kakatiya Thermal Power Project,,,Telangana State Power Generation Corp,TSGENCO,600,operating,2015,,,subcritical,unknown,Tadicherla Mines of Singaren,Chelpur,Ghanpur,Warrangal,Southern Asia,Asia,South Asia,18.3831934,79.8271644,exact,EC 5 Feb 2009 at http://bit.ly/1kp9gtn,,,,,8702,"96,100",53%,2.5,81.1,33
G105476,L102474,P100941,https://www.gem.wiki/Kalinganagar_Maithan_power_station,India,Odisha,Unit 1,Kalinganagar Maithan power station,,,Mesco Steel,Mesco Steel,30,operating,2007,,,subcritical,unknown,,Kalinganagar,,Jajpur,Southern Asia,Asia,South Asia,20.85,86.333,approximate,,other metals & mining,power,,,11313,"96,100",53%,0.2,4,25
G115406,L102527,P101182,https://www.gem.wiki/Kalisindh_Thermal_Power_Station,India,Rajasthan,New Unit,Kalisindh Thermal Power Station,,,Rajasthan RV Utpadan Nigam,Rajasthan RV Utpadan Nigam,800,announced,,,,ultra-super,unknown,Paras east and Kanta basin,Kalisindh,,Jhalawar,Southern Asia,Asia,South Asia,24.5325129,76.100353,exact,TOR deferred 16 Dec 2022,,,,,8272,"96,100",53%,3.1,124.6,40
G105477,L102527,P101182,https://www.gem.wiki/Kalisindh_Thermal_Power_Station,India,Rajasthan,Unit 1,Kalisindh Thermal Power Station,,,Rajasthan RV Utpadan Nigam,Rajasthan RV Utpadan Nigam,600,operating,2014,,,supercritical,sub-bit,Paras east and Kanta basin,Kalisindh,Jhalarapatan,Jhalawar,Southern Asia,Asia,South Asia,24.5325129,76.100353,exact,EC 26 Feb 2009 at http://bit.ly/TOU4LR,,,,,8409,"96,100",53%,2.4,76,32
G105478,L102527,P101182,https://www.gem.wiki/Kalisindh_Thermal_Power_Station,India,Rajasthan,Unit 2,Kalisindh Thermal Power Station,,,Rajasthan RV Utpadan Nigam,Rajasthan RV Utpadan Nigam,600,operating,2015,,,supercritical,sub-bit,Paras east and Kanta basin,Kalisindh,Jhalarapatan,Jhalawar,Southern Asia,Asia,South Asia,24.5325129,76.100353,exact,EC 26 Feb 2009 at http://bit.ly/TOU4LR,,,,,8409,"96,100",53%,2.4,78.4,33
G105479,L102527,P101182,https://www.gem.wiki/Kalisindh_Thermal_Power_Station,India,Rajasthan,Unit 3,Kalisindh Thermal Power Station,,,Rajasthan RV Utpadan Nigam,Rajasthan RV Utpadan Nigam,660,cancelled,,,,supercritical,unknown,Paras east and Kanta basin,Kalisindh,,Jhalawar,Southern Asia,Asia,South Asia,24.5325129,76.100353,exact,TOR 10 Dec 2013 at http://bit.ly/TOXEWe; ToR 9 Mar 2016 at http://bit.ly/1TWbMao,,,,,8409,"96,100",53%,2.6,104.5,40
G105480,L102527,P101182,https://www.gem.wiki/Kalisindh_Thermal_Power_Station,India,Rajasthan,Unit 4,Kalisindh Thermal Power Station,,,Rajasthan RV Utpadan Nigam,Rajasthan RV Utpadan Nigam,660,cancelled,,,,supercritical,unknown,Paras east and Kanta basin,Kalisindh,,Jhalawar,Southern Asia,Asia,South Asia,24.5325129,76.100353,exact,TOR 10 Dec 2013 at http://bit.ly/TOXEWe; ToR 9 Mar 2016 at http://bit.ly/1TWbMao,,,,,8409,"96,100",53%,2.6,104.5,40
G105506,L102475,P100560,https://www.gem.wiki/Kamakhyanagar_power_station,India,Odisha,Unit 1,Kamakhyanagar power station,,Dhenkanal power station,Odisha Power Generation Corp,Government of Odisha,800,shelved,,,,supercritical,unknown,,Annupurna Khamar,Kamakhyanagar,Dhenkanal,Southern Asia,Asia,South Asia,20.837,85.520555,exact,"EC 10 Dec 2019, amended Jan 2020; TOR 5 March 2013 at http://bit.ly/S8mcsr; ToR extension 8 Nov 2016 at http://bit.ly/2hIYt1O; EIA at http://bit.ly/2qzxzdm",,,,,8409,"96,100",53%,3.2,126.7,40
G105507,L102475,P100560,https://www.gem.wiki/Kamakhyanagar_power_station,India,Odisha,Unit 2,Kamakhyanagar power station,,Dhenkanal power station,Odisha Power Generation Corp,Government of Odisha,800,shelved,,,,supercritical,unknown,,Annupurna Khamar,Kamakhyanagar,Dhenkanal,Southern Asia,Asia,South Asia,20.837,85.520555,exact,"EC 10 Dec 2019, amended Jan 2020; TOR 5 March 2013 at http://bit.ly/S8mcsr; ToR extension 8 Nov 2016 at http://bit.ly/2hIYt1O; EIA at http://bit.ly/2qzxzdm",,,,,8409,"96,100",53%,3.2,126.7,40
G105508,L102475,P100560,https://www.gem.wiki/Kamakhyanagar_power_station,India,Odisha,Unit 3,Kamakhyanagar power station,,Dhenkanal power station,Odisha Power Generation Corp,Government of Odisha,800,shelved,,,,supercritical,unknown,,Annupurna Khamar,Kamakhyanagar,Dhenkanal,Southern Asia,Asia,South Asia,20.837,85.520555,exact,EC 10 Dec 2019; EC amendment 2 June 2020; TOR 5 March 2013 at http://bit.ly/S8mcsr; ToR extension 8 Nov 2016 at http://bit.ly/2hIYt1O; EIA at http://bit.ly/2qzxzdm,,,,,8409,"96,100",53%,3.2,126.7,40
G105509,L102476,P100556,https://www.gem.wiki/Kamalanga_power_station,India,Odisha,Phase I Unit 1,Kamalanga power station,,,GMR Energy,GMR Group,350,operating,2013,,,subcritical,bituminous,"Rampia coal blocks, Ib Valley",Kamalanga,Odapada,Dhenkanal,Southern Asia,Asia,South Asia,20.8705765,85.2669793,exact,EC 5 Feb 2008 at http://bit.ly/1hCAtSW,,,,,9572,"94,600",53%,1.6,48.1,31
G105510,L102476,P100556,https://www.gem.wiki/Kamalanga_power_station,India,Odisha,Phase I Unit 2,Kamalanga power station,,,GMR Energy,GMR Group,350,operating,2013,,,subcritical,bituminous,"Rampia coal blocks, Ib Valley",Kamalanga,Odapada,Dhenkanal,Southern Asia,Asia,South Asia,20.8705765,85.2669793,exact,EC 5 Feb 2008 at http://bit.ly/1hCAtSW,,,,,9572,"94,600",53%,1.6,48.1,31
G105511,L102476,P100556,https://www.gem.wiki/Kamalanga_power_station,India,Odisha,Phase I Unit 3,Kamalanga power station,,,GMR Energy,GMR Group,350,operating,2014,,,subcritical,bituminous,"Rampia coal blocks, Ib Valley",Kamalanga,Odapada,Dhenkanal,Southern Asia,Asia,South Asia,20.8705765,85.2669793,exact,EC 5 Feb 2008 at http://bit.ly/1hCAtSW,,,,,9572,"94,600",53%,1.6,49.7,32
G105512,L102476,P100556,https://www.gem.wiki/Kamalanga_power_station,India,Odisha,Phase II Unit 4,Kamalanga power station,,,GMR Energy,GMR Group,350,permitted,2023,,,subcritical,unknown,,Kamalanga,Odapada,Dhenkanal,Southern Asia,Asia,South Asia,20.8705765,85.2669793,exact,EC 5 Dec 2011; EC extended 11 Apr 2019; EC extended 30 Nov 2022,,,,,9572,"96,100",53%,1.6,63.1,40
G105519,L102270,P100768,https://www.gem.wiki/Kamdara_power_station,India,Jharkhand,Unit 1,Kamdara power station,,,Jharkhand State Electricity Board,Jharkhand State Electricity Board,660,cancelled,,,,unknown,unknown,,,Kamdara,Gumla,Southern Asia,Asia,South Asia,22.919791,84.951289,approximate,,iron & steel,,,,8605,"96,100",53%,2.7,106.9,40
G105520,L102270,P100768,https://www.gem.wiki/Kamdara_power_station,India,Jharkhand,Unit 2,Kamdara power station,,,Jharkhand State Electricity Board,Jharkhand State Electricity Board,660,cancelled,,,,unknown,unknown,,,Kamdara,Gumla,Southern Asia,Asia,South Asia,22.919791,84.951289,approximate,,,,,,8605,"96,100",53%,2.7,106.9,40
G105515,L102269,P100789,https://www.gem.wiki/Kamdara_power_station_(Jindal),India,Jharkhand,Unit 1,Kamdara power station (Jindal),,,Jindal Steel & Power Ltd,Jindal Group,660,cancelled,,,,supercritical,unknown,,,Kamdara,Gumla,Southern Asia,Asia,South Asia,22.919791,84.951289,approximate,,iron & steel,,,,8409,"96,100",53%,2.6,104.5,40
G105516,L102269,P100789,https://www.gem.wiki/Kamdara_power_station_(Jindal),India,Jharkhand,Unit 2,Kamdara power station (Jindal),,,Jindal Steel & Power Ltd,Jindal Group,660,cancelled,,,,supercritical,unknown,,,Kamdara,Gumla,Southern Asia,Asia,South Asia,22.919791,84.951289,approximate,,iron & steel,,,,8409,"96,100",53%,2.6,104.5,40
G105517,L102269,P100789,https://www.gem.wiki/Kamdara_power_station_(Jindal),India,Jharkhand,Unit 3,Kamdara power station (Jindal),,,Jindal Steel & Power Ltd,Jindal Group,660,cancelled,,,,supercritical,unknown,,,Kamdara,Gumla,Southern Asia,Asia,South Asia,22.919791,84.951289,approximate,,iron & steel,,,,8409,"96,100",53%,2.6,104.5,40
G105518,L102269,P100789,https://www.gem.wiki/Kamdara_power_station_(Jindal),India,Jharkhand,Unit 4,Kamdara power station (Jindal),,,Jindal Steel & Power Ltd,Jindal Group,660,cancelled,,,,supercritical,unknown,,,Kamdara,Gumla,Southern Asia,Asia,South Asia,22.919791,84.951289,approximate,,iron & steel,,,,8409,"96,100",53%,2.6,104.5,40
G105578,L102507,P101014,https://www.gem.wiki/Karaikal_Port_power_station,India,Puducherry,Unit 1,Karaikal Port power station,,,Neyveli Lignite Corp Ltd,Neyveli Lignite Corporation,660,cancelled,,,,supercritical,unknown,,Karaikal,,,Southern Asia,Asia,South Asia,10.9060068,79.8486757,approximate,,,,,,8409,"96,100",53%,2.6,104.5,40
